train_loss               train_accuracy           valid_loss               valid_accuracy
Epoch 0..
2.70721435546875         0.09375                  2.706848382949829        0.0
2.7032928466796875       0.09375                  2.7094645500183105       0.03125
2.6975443363189697       0.125                    2.7099967002868652       0.0
2.8640823364257812       0.125                    2.7164320945739746       0.0625
2.7161505222320557       0.0625                   3.1697580814361572       0.03125
2.706205368041992        0.0                      4.1947855949401855       0.0
2.7155628204345703       0.09375                  2.7012343406677246       0.09375
2.7094411849975586       0.0                      2.6149630546569824       0.1875
2.70888352394104         0.03125                  3.0711510181427          0.03125
3.146942138671875        0.03125                  2.637085437774658        0.09375
2.7224528789520264       0.0                      2.608518123626709        0.09375
2.371908187866211        0.15625                  11.637277603149414       0.0625
2.7229318618774414       0.125                    3.684405565261841        0.0625
2.6912877559661865       0.125                    4.494831085205078        0.09375
2.6974871158599854       0.1875                   2.711097478866577        0.125
2.7177374362945557       0.09375                  2.6256003379821777       0.09375
2.7061069011688232       0.03125                  2.704159736633301        0.125
2.7080366611480713       0.09375                  3.154083728790283        0.0625
2.714184284210205        0.09375                  2.707598924636841        0.0
2.717494487762451        0.125                    2.996870756149292        0.125
2.7099599838256836       0.03125                  2.70973539352417         0.0625
2.6871957778930664       0.15625                  3.0082931518554688       0.15625
2.7124109268188477       0.03125                  2.705772638320923        0.0625
2.6948678493499756       0.03125                  2.88916015625            0.03125
2.706460475921631        0.09375                  2.7130022048950195       0.09375
2.7170236110687256       0.0625                   2.7215371131896973       0.03125
2.706336498260498        0.0625                   2.7213737964630127       0.0
2.7085819244384766       0.0625                   2.701308012008667        0.0625
2.7133572101593018       0.0625                   2.71048641204834         0.0625
2.72013521194458         0.0                      2.7073934078216553       0.09375
2.702674388885498        0.03125                  2.730247974395752        0.0
2.709914207458496        0.03125                  2.710313081741333        0.125
2.707118034362793        0.0625                   2.9780805110931396       0.09375
2.723167896270752        0.0                      2.7104666233062744       0.0625
2.706882953643799        0.0                      3.432023286819458        0.0
2.717466115951538        0.09375                  2.6972908973693848       0.125
2.702653646469116        0.0625                   2.7136142253875732       0.09375
2.7097880840301514       0.03125                  2.726388692855835        0.0
2.715958595275879        0.09375                  2.7165615558624268       0.0625
2.707134485244751        0.0625                   2.7082407474517822       0.09375
2.6984779834747314       0.1875                   2.7072696685791016       0.09375
2.7076051235198975       0.09375                  2.6241488456726074       0.125
2.7114784717559814       0.0625                   2.699613332748413        0.09375
2.7091028690338135       0.0625                   2.7134902477264404       0.03125
2.702096462249756        0.0625                   2.7172067165374756       0.03125
2.727724075317383        0.0                      2.7221436500549316       0.0
2.706906795501709        0.0625                   2.692345380783081        0.15625
2.717130661010742        0.0625                   2.7014319896698          0.0625
2.706191301345825        0.09375                  2.6153268814086914       0.09375
2.709674119949341        0.0                      3.1607882976531982       0.0625
2.6943328380584717       0.125                    2.6139886379241943       0.03125
2.7173426151275635       0.0625                   2.7346842288970947       0.03125
2.7206850051879883       0.03125                  2.7227842807769775       0.0625
2.717294216156006        0.03125                  2.7042672634124756       0.0625
2.72393798828125         0.0625                   3.493642568588257        0.0625
2.711336135864258        0.0625                   3.4752697944641113       0.03125
2.7081267833709717       0.03125                  2.645077705383301        0.0625
2.7090466022491455       0.0625                   2.722496509552002        0.09375
2.7251884937286377       0.0625                   2.7197868824005127       0.0
2.7064530849456787       0.03125                  2.758967876434326        0.03125
